Rank,Name,Game Type,Map,Game Rank,1st Ability,2nd Ability,3rd Ability,Ultimate,Matches
18,Harbor,competitive,split,Iron 3,5.6,15.4,14,2.4,"2,219"
19,Yoru,competitive,split,Iron 3,11.3,16.5,11.1,2.5,"8,584"
20,Sova,competitive,split,Iron 3,9.3,22.3,4.4,1.8,"8,599"
1,Astra,competitive,ascent,Iron 3,3.9,23.5,5.6,1.8,"1,482"
2,Killjoy,competitive,ascent,Iron 3,11.9,8.4,20.9,2.4,"13,938"
3,Raze,competitive,ascent,Iron 3,10.8,15,11.1,2.2,"15,573"
4,Brimstone,competitive,ascent,Iron 3,8.1,32.7,6.2,2.2,"8,358"
5,Sova,competitive,ascent,Iron 3,10.2,23.5,4.8,1.8,"11,053"
6,Breach,competitive,ascent,Iron 3,14.7,14.9,7.6,1.9,"2,888"
7,Reyna,competitive,ascent,Iron 3,12.6,4.8,15.6,1.5,"22,160"
8,Sage,competitive,ascent,Iron 3,8.9,8.7,8.8,1.5,"27,796"
9,Chamber,competitive,ascent,Iron 3,3.3,8.2,10.6,2,"4,700"
10,Skye,competitive,ascent,Iron 3,8.8,19.3,4.1,2.6,"7,001"
11,Phoenix,competitive,ascent,Iron 3,11.8,7.5,3.8,3.1,"9,149"
12,Viper,competitive,ascent,Iron 3,7.5,14.5,11.6,1.4,"7,198"
13,Omen,competitive,ascent,Iron 3,7.2,26.9,6.9,1.9,"13,464"
14,KAY/O,competitive,ascent,Iron 3,11.3,21.5,6.9,1.9,"6,802"
15,Fade,competitive,ascent,Iron 3,4.2,21.4,12.3,2,"9,988"
16,Jett,competitive,ascent,Iron 3,9.3,13.9,10.6,1.9,"12,002"
17,Cypher,competitive,ascent,Iron 3,17.4,14.4,23.6,2.3,"5,866"
18,Neon,competitive,ascent,Iron 3,10.9,17.2,5,1.8,"7,235"
19,Yoru,competitive,ascent,Iron 3,11.7,16.4,10.8,2.5,"8,108"
20,Harbor,competitive,ascent,Iron 3,5.2,14.6,14,2.4,"1,991"
1,Killjoy,competitive,fracture,Bronze 1,12,8.2,20.5,2.7,"14,463"
2,Sage,competitive,fracture,Bronze 1,9.3,8.7,9.6,1.5,"30,983"
3,Breach,competitive,fracture,Bronze 1,14.9,17.7,7.4,2.1,"7,984"
4,Reyna,competitive,fracture,Bronze 1,13.4,5.2,15.1,1.7,"27,299"
5,Phoenix,competitive,fracture,Bronze 1,11.4,7.4,4.5,3.5,"9,826"
6,Fade,competitive,fracture,Bronze 1,4.1,20.2,13,2.2,"11,477"
7,Astra,competitive,fracture,Bronze 1,3.8,23.2,5.2,1.9,"1,765"
8,Neon,competitive,fracture,Bronze 1,11.9,16.9,5.7,2.1,"9,601"
9,Brimstone,competitive,fracture,Bronze 1,7.9,32.9,6.6,2.4,"12,462"
10,Viper,competitive,fracture,Bronze 1,8.4,15.5,11.2,1.7,"10,385"
11,Raze,competitive,fracture,Bronze 1,10.3,14.6,11.4,2.4,"16,808"
12,Skye,competitive,fracture,Bronze 1,8.5,19.8,3.8,2.9,"9,536"
13,Cypher,competitive,fracture,Bronze 1,18.6,14.1,25.9,2.5,"7,709"
14,Sova,competitive,fracture,Bronze 1,10,22.1,4.5,1.9,"9,256"
15,Jett,competitive,fracture,Bronze 1,6.7,15.4,10.9,2.1,"13,352"
16,Omen,competitive,fracture,Bronze 1,7.4,26,6,1.8,"13,898"
17,Chamber,competitive,fracture,Bronze 1,3.3,7.2,11.2,2.2,"6,076"
18,KAY/O,competitive,fracture,Bronze 1,11.1,21.2,6.6,2.1,"8,486"
19,Harbor,competitive,fracture,Bronze 1,5.2,14.3,13.2,2.6,"2,604"
20,Yoru,competitive,fracture,Bronze 1,11.6,17.4,11.4,2.7,"8,051"
1,Killjoy,competitive,pearl,Bronze 1,12.7,9,21.4,2.5,"13,350"
2,Astra,competitive,pearl,Bronze 1,3.9,25.8,6.1,2.1,"2,719"
3,Reyna,competitive,pearl,Bronze 1,13.4,5.2,15.6,1.7,"27,011"
4,Sage,competitive,pearl,Bronze 1,9.9,8.9,10.1,1.6,"32,038"
5,Omen,competitive,pearl,Bronze 1,7.5,28.5,6.1,1.9,"14,190"
6,Brimstone,competitive,pearl,Bronze 1,8.2,34.3,6.9,2.4,"9,733"
7,Raze,competitive,pearl,Bronze 1,10.8,14.8,11.5,2.3,"15,488"
8,Fade,competitive,pearl,Bronze 1,4.7,22.1,14.2,2.1,"13,852"
9,Chamber,competitive,pearl,Bronze 1,3.5,8,12.2,2.1,"7,335"
10,Phoenix,competitive,pearl,Bronze 1,11.9,7.6,4.5,3.3,"10,187"
11,Viper,competitive,pearl,Bronze 1,8.4,16.7,12,1.8,"12,473"
12,Sova,competitive,pearl,Bronze 1,10.3,23.7,4.9,1.9,"10,294"
13,Skye,competitive,pearl,Bronze 1,8.7,20.4,4,2.8,"9,226"
14,Cypher,competitive,pearl,Bronze 1,19.2,15.2,27,2.5,"8,271"
15,Breach,competitive,pearl,Bronze 1,14.4,15.7,7.3,2,"4,023"
16,Jett,competitive,pearl,Bronze 1,7.4,15.5,11.5,2.1,"13,599"
17,Neon,competitive,pearl,Bronze 1,11.3,17.8,5.8,2,"8,393"
18,Harbor,competitive,pearl,Bronze 1,6.2,15.8,14.3,2.5,"3,192"
19,KAY/O,competitive,pearl,Bronze 1,11.4,22.6,7.2,2.1,"8,735"
20,Yoru,competitive,pearl,Bronze 1,12.1,18.2,11.5,2.6,"8,693"
1,Astra,competitive,lotus,Bronze 1,3.8,22.1,5.5,1.9,"2,115"
2,Brimstone,competitive,lotus,Bronze 1,7.5,31,6.5,2.3,"9,889"
3,Killjoy,competitive,lotus,Bronze 1,11.9,8.1,19.3,2.5,"13,454"
4,Breach,competitive,lotus,Bronze 1,14.9,17.5,6.9,2.1,"6,413"
5,Raze,competitive,lotus,Bronze 1,10.2,14.8,11.4,2.3,"17,823"
6,Skye,competitive,lotus,Bronze 1,8.3,19.6,3.8,2.8,"10,727"
7,Sage,competitive,lotus,Bronze 1,8.6,8.5,8.7,1.6,"30,710"
8,Phoenix,competitive,lotus,Bronze 1,12,7.1,3.8,3.3,"10,278"
9,Reyna,competitive,lotus,Bronze 1,13.4,5.1,15.4,1.7,"27,388"
10,Cypher,competitive,lotus,Bronze 1,17.6,14.4,26.3,2.6,"7,506"
11,Viper,competitive,lotus,Bronze 1,7.1,15.4,10.8,1.6,"8,370"
12,Omen,competitive,lotus,Bronze 1,7.7,26.2,5.9,1.7,"16,197"
13,Sova,competitive,lotus,Bronze 1,8.9,22.1,4.2,1.9,"9,758"
14,Fade,competitive,lotus,Bronze 1,4.1,20.3,13.3,2.1,"11,534"
15,Chamber,competitive,lotus,Bronze 1,3.6,8.3,11.4,2.1,"6,071"
16,Jett,competitive,lotus,Bronze 1,7.3,15.2,10.6,2,"13,606"
17,KAY/O,competitive,lotus,Bronze 1,11.5,21.9,6.6,2.1,"9,084"
18,Yoru,competitive,lotus,Bronze 1,11.8,16.9,11.4,2.7,"8,522"
19,Neon,competitive,lotus,Bronze 1,11.5,17.2,4.9,2,"8,607"
20,Harbor,competitive,lotus,Bronze 1,5,14.8,14.2,2.6,"3,384"
1,Killjoy,competitive,icebox,Bronze 1,11.6,8.6,18.9,2.4,"13,871"
2,Jett,competitive,icebox,Bronze 1,12.3,15,9.3,2.1,"15,720"
3,Sage,competitive,icebox,Bronze 1,8.3,8.5,9.1,1.5,"34,078"
4,Viper,competitive,icebox,Bronze 1,8,16.8,10.1,1.7,"15,560"
5,Reyna,competitive,icebox,Bronze 1,13.3,5,13.4,1.6,"27,156"
6,Raze,competitive,icebox,Bronze 1,12.5,14.1,10.4,2.1,"16,281"
7,Sova,competitive,icebox,Bronze 1,9.1,23.8,4.9,1.8,"14,604"
8,Fade,competitive,icebox,Bronze 1,3.8,20.7,12,2.1,"10,756"
9,Breach,competitive,icebox,Bronze 1,12.4,14.8,6.3,1.9,"3,317"
10,Phoenix,competitive,icebox,Bronze 1,9.7,6.8,3.6,3.1,"9,225"
11,Skye,competitive,icebox,Bronze 1,7.7,16.5,3.6,2.7,"8,181"
12,Omen,competitive,icebox,Bronze 1,6.1,24.5,10.6,1.8,"15,588"
13,KAY/O,competitive,icebox,Bronze 1,9.7,22.2,6.5,2,"9,045"
14,Neon,competitive,icebox,Bronze 1,9.8,17.6,4.7,1.9,"8,072"
15,Cypher,competitive,icebox,Bronze 1,16.6,14.5,25.2,2.4,"5,669"
16,Chamber,competitive,icebox,Bronze 1,3.4,9.8,10.9,2,"6,580"
17,Astra,competitive,icebox,Bronze 1,3.8,21.8,4.9,1.9,"1,299"
18,Brimstone,competitive,icebox,Bronze 1,7,31.1,6.2,2.2,"7,667"
19,Harbor,competitive,icebox,Bronze 1,5.4,14.7,13,2.5,"2,268"
20,Yoru,competitive,icebox,Bronze 1,9.9,18,10.8,2.6,"8,618"
1,Killjoy,competitive,all,Bronze 1,12.2,8.4,20.3,2.5,"102,662"
2,Astra,competitive,all,Bronze 1,3.8,23.9,5.6,1.9,"14,466"
3,Sage,competitive,all,Bronze 1,9.2,8.8,9.7,1.6,"225,066"
4,Reyna,competitive,all,Bronze 1,13.3,5.1,15.1,1.6,"190,339"
5,Brimstone,competitive,all,Bronze 1,7.8,32.9,6.6,2.3,"72,577"
6,Raze,competitive,all,Bronze 1,11.1,14.8,11.3,2.2,"120,584"
7,Breach,competitive,all,Bronze 1,14.5,16.6,7.2,2,"35,199"
8,Phoenix,competitive,all,Bronze 1,11.8,7.4,4.1,3.3,"70,112"
9,Sova,competitive,all,Bronze 1,9.8,23.2,4.8,1.8,"79,178"
10,Jett,competitive,all,Bronze 1,8.5,15.4,10.9,2.1,"98,983"
11,Viper,competitive,all,Bronze 1,8,16,11.1,1.7,"72,836"
12,Cypher,competitive,all,Bronze 1,18.6,14.5,26,2.5,"53,177"
13,Omen,competitive,all,Bronze 1,7.3,27.5,7.3,1.8,"113,437"
14,Skye,competitive,all,Bronze 1,8.6,19.5,3.9,2.8,"66,192"
15,Fade,competitive,all,Bronze 1,4.3,21,13.3,2.1,"81,830"
16,Neon,competitive,all,Bronze 1,11.2,17.4,5.3,2,"58,472"
17,Chamber,competitive,all,Bronze 1,3.5,8.5,11.5,2.1,"43,784"
18,KAY/O,competitive,all,Bronze 1,11.2,22.1,6.9,2,"60,500"
19,Yoru,competitive,all,Bronze 1,11.7,17.8,11.3,2.6,"58,306"
20,Harbor,competitive,all,Bronze 1,5.4,15,13.9,2.5,"18,378"
1,Killjoy,competitive,split,Bronze 1,12.2,8.2,20.1,2.4,"14,290"
2,Astra,competitive,split,Bronze 1,3.9,24.4,5.6,1.9,"2,297"
3,Reyna,competitive,split,Bronze 1,13.4,5.2,15.8,1.6,"27,116"
4,Sova,competitive,split,Bronze 1,10,22.9,4.9,1.8,"9,725"
5,Brimstone,competitive,split,Bronze 1,8,33.6,6.6,2.3,"10,459"
6,Raze,competitive,split,Bronze 1,11.4,15.1,11.8,2.3,"19,391"
7,Jett,competitive,split,Bronze 1,7.2,15.6,11.5,2,"13,528"
8,Sage,competitive,split,Bronze 1,10,9.1,10.6,1.6,"33,788"
9,Cypher,competitive,split,Bronze 1,19.2,14.3,25.3,2.6,"8,805"
10,Phoenix,competitive,split,Bronze 1,12.8,7.5,4.3,3.3,"10,000"
11,Omen,competitive,split,Bronze 1,7.5,28.9,7.2,1.9,"17,390"
12,Skye,competitive,split,Bronze 1,9.5,20.7,4.2,2.8,"10,104"
13,Breach,competitive,split,Bronze 1,15,16.7,7.5,2,"4,840"
14,Chamber,competitive,split,Bronze 1,3.5,8.2,11.5,2.1,"5,532"
15,Viper,competitive,split,Bronze 1,8.3,15.8,11.7,1.6,"9,648"
16,Fade,competitive,split,Bronze 1,4.5,21.4,14,2.1,"11,440"
17,Neon,competitive,split,Bronze 1,11.7,17.4,5.6,1.9,"7,937"
18,KAY/O,competitive,split,Bronze 1,11.6,22.2,7,2,"8,634"
19,Yoru,competitive,split,Bronze 1,12.4,18.2,11.5,2.7,"8,217"
20,Harbor,competitive,split,Bronze 1,5.3,15.8,14.2,2.5,"2,468"
1,Killjoy,competitive,ascent,Bronze 1,12.4,8.5,22.2,2.5,"18,760"
2,Brimstone,competitive,ascent,Bronze 1,8.2,34,6.7,2.3,"11,330"
3,Sage,competitive,ascent,Bronze 1,9.5,9.1,9.3,1.6,"31,288"
4,Raze,competitive,ascent,Bronze 1,11.6,15.5,11.4,2.3,"17,839"
5,Sova,competitive,ascent,Bronze 1,11,24.5,5.6,1.9,"13,454"
6,Reyna,competitive,ascent,Bronze 1,13,5,15.7,1.6,"26,932"
7,Jett,competitive,ascent,Bronze 1,9.1,15.6,11.2,2.1,"14,594"
8,Astra,competitive,ascent,Bronze 1,3.6,24.4,5.6,1.8,"2,085"
9,Phoenix,competitive,ascent,Bronze 1,12.9,8.1,4,3.3,"10,263"
10,Omen,competitive,ascent,Bronze 1,7.5,29.7,7.2,1.9,"17,170"
11,Viper,competitive,ascent,Bronze 1,8.2,15.1,11.8,1.5,"8,362"
12,Neon,competitive,ascent,Bronze 1,11.4,17.4,5.3,1.9,"7,646"
13,Harbor,competitive,ascent,Bronze 1,5.3,15.5,14.1,2.5,"2,153"
14,Cypher,competitive,ascent,Bronze 1,19.2,14.8,25.1,2.4,"7,128"
15,Fade,competitive,ascent,Bronze 1,4.7,22.3,13.1,2.1,"11,445"
16,Breach,competitive,ascent,Bronze 1,15.2,15.7,7.8,2,"3,971"
17,KAY/O,competitive,ascent,Bronze 1,12.3,22.6,7.5,2,"8,304"
18,Skye,competitive,ascent,Bronze 1,8.9,20.4,4.2,2.7,"8,836"
19,Chamber,competitive,ascent,Bronze 1,3.4,8.6,11,2.1,"5,794"
20,Yoru,competitive,ascent,Bronze 1,12.3,17.7,11.2,2.6,"7,755"
1,Brimstone,competitive,fracture,Bronze 2,7.8,34.1,7.2,2.4,"16,948"
2,Killjoy,competitive,fracture,Bronze 2,12.2,8.3,21.1,2.8,"17,693"
3,Phoenix,competitive,fracture,Bronze 2,11.8,7.6,4.5,3.6,"11,478"
4,Reyna,competitive,fracture,Bronze 2,13.9,5.3,15.2,1.8,"34,596"
5,Raze,competitive,fracture,Bronze 2,11.3,14.8,11.4,2.4,"19,517"
6,Sage,competitive,fracture,Bronze 2,9.9,9,10,1.6,"35,823"
7,Cypher,competitive,fracture,Bronze 2,20.2,14.3,26.5,2.6,"9,047"
8,Jett,competitive,fracture,Bronze 2,6.8,16.9,11.4,2.2,"17,492"
9,Neon,competitive,fracture,Bronze 2,12.5,17.3,6.1,2.2,"11,198"
10,Skye,competitive,fracture,Bronze 2,8.4,20.7,3.8,3,"11,401"
11,Breach,competitive,fracture,Bronze 2,15.4,18.5,7.5,2.2,"11,513"
12,Chamber,competitive,fracture,Bronze 2,3.5,7.4,11.5,2.2,"7,857"
13,Fade,competitive,fracture,Bronze 2,4.4,20.8,13.8,2.3,"13,214"
14,Viper,competitive,fracture,Bronze 2,8.9,15.9,11.4,1.8,"12,031"
15,KAY/O,competitive,fracture,Bronze 2,11.4,21.4,6.8,2.2,"10,078"
16,Omen,competitive,fracture,Bronze 2,7.5,27.5,6.2,1.8,"16,471"
17,Astra,competitive,fracture,Bronze 2,3.6,23.5,5.3,2,"2,473"
18,Sova,competitive,fracture,Bronze 2,10,22.5,5,1.9,"10,589"
19,Harbor,competitive,fracture,Bronze 2,5.7,14.8,14,2.7,"3,207"
20,Yoru,competitive,fracture,Bronze 2,12.2,18.6,11.7,2.8,"8,305"
1,Killjoy,competitive,pearl,Bronze 2,12.9,9,22.1,2.6,"16,001"
2,Brimstone,competitive,pearl,Bronze 2,8.2,35.1,7.5,2.3,"12,577"
3,Reyna,competitive,pearl,Bronze 2,13.9,5.4,15.8,1.7,"35,009"
4,Astra,competitive,pearl,Bronze 2,3.6,26.1,5.8,2.1,"3,942"
5,Sage,competitive,pearl,Bronze 2,10.4,9.1,10.5,1.6,"37,118"
6,Skye,competitive,pearl,Bronze 2,8.8,21.9,4,2.9,"10,938"
7,Jett,competitive,pearl,Bronze 2,7.4,16.9,11.6,2.2,"18,091"
8,Phoenix,competitive,pearl,Bronze 2,12.7,8.1,4.6,3.5,"12,702"
9,Viper,competitive,pearl,Bronze 2,8.9,17.2,12,1.8,"15,112"
10,Raze,competitive,pearl,Bronze 2,11.6,15.3,11.7,2.3,"18,537"
11,Cypher,competitive,pearl,Bronze 2,20.2,15.2,27.3,2.5,"10,146"
12,Fade,competitive,pearl,Bronze 2,4.9,22.6,14.9,2.2,"16,549"
13,Sova,competitive,pearl,Bronze 2,10.7,24.2,5.5,1.9,"11,790"
14,Neon,competitive,pearl,Bronze 2,11.7,18,6,2.1,"9,491"
15,Omen,competitive,pearl,Bronze 2,7.6,29.7,6.1,1.9,"16,774"
16,Breach,competitive,pearl,Bronze 2,14.9,16.4,7.6,2.1,"5,167"
17,Chamber,competitive,pearl,Bronze 2,3.6,8.3,12.6,2.2,"9,110"
18,KAY/O,competitive,pearl,Bronze 2,11.9,22.7,7.4,2.1,"10,590"
19,Harbor,competitive,pearl,Bronze 2,6.5,16.5,14.6,2.6,"3,949"
20,Yoru,competitive,pearl,Bronze 2,12.9,19.1,11.5,2.7,"8,902"
1,Cypher,competitive,haven,Bronze 2,20.3,14.3,27.2,2.6,"9,604"
2,Killjoy,competitive,haven,Bronze 2,13,7.9,20.2,2.4,"17,534"
3,Fade,competitive,haven,Bronze 2,4.3,20.3,13.7,2.1,"13,068"
4,Phoenix,competitive,haven,Bronze 2,12.4,7.6,4,3.3,"12,136"
5,Reyna,competitive,haven,Bronze 2,13.6,5.2,14.8,1.6,"35,406"
6,Raze,competitive,haven,Bronze 2,11.8,14.8,11.4,2.2,"19,672"
7,Brimstone,competitive,haven,Bronze 2,7.5,33.4,7,2.3,"14,481"
8,Sage,competitive,haven,Bronze 2,9.5,8.9,10.4,1.6,"37,917"
9,Jett,competitive,haven,Bronze 2,8.5,16.7,11.2,2.2,"19,655"
10,Sova,competitive,haven,Bronze 2,9.8,23.2,5.3,1.9,"15,103"
11,Astra,competitive,haven,Bronze 2,3.4,25,5.3,1.9,"2,983"
12,Omen,competitive,haven,Bronze 2,7.4,29.2,7.8,1.8,"23,552"
13,Viper,competitive,haven,Bronze 2,8.2,16,11,1.6,"8,649"
14,Neon,competitive,haven,Bronze 2,11.2,17.9,5.5,2,"8,753"
15,Skye,competitive,haven,Bronze 2,8.4,20.2,3.8,2.8,"11,409"
16,Breach,competitive,haven,Bronze 2,14.5,16.7,7.2,2,"5,952"
17,KAY/O,competitive,haven,Bronze 2,11.3,21.9,6.9,2,"10,209"
18,Yoru,competitive,haven,Bronze 2,12.2,18.8,11.4,2.7,"8,551"
19,Chamber,competitive,haven,Bronze 2,3.5,9.3,12.1,2.1,"8,171"
20,Harbor,competitive,haven,Bronze 2,5.8,14.4,14,2.5,"2,606"
1,Killjoy,competitive,lotus,Bronze 2,12.1,8.1,19.9,2.6,"16,779"
2,Reyna,competitive,lotus,Bronze 2,13.8,5.3,15.3,1.7,"34,378"
3,Raze,competitive,lotus,Bronze 2,11.2,15.3,11.4,2.3,"20,528"
4,Viper,competitive,lotus,Bronze 2,7.4,15.8,10.8,1.7,"9,273"
5,Brimstone,competitive,lotus,Bronze 2,7.6,31.3,7,2.4,"12,365"
6,Sage,competitive,lotus,Bronze 2,9.1,8.6,9,1.7,"35,769"
7,Phoenix,competitive,lotus,Bronze 2,12.4,7.4,3.8,3.4,"12,689"
8,Jett,competitive,lotus,Bronze 2,7.3,16.7,10.7,2.2,"18,205"
9,Astra,competitive,lotus,Bronze 2,4,23.1,5.7,1.9,"3,167"
10,Breach,competitive,lotus,Bronze 2,15.4,18.1,7,2.1,"8,493"
11,Skye,competitive,lotus,Bronze 2,8.3,20.9,3.8,2.9,"13,020"
12,Sova,competitive,lotus,Bronze 2,9.3,22.8,4.8,1.9,"11,254"
13,Omen,competitive,lotus,Bronze 2,7.9,27.7,6,1.8,"19,818"
14,Fade,competitive,lotus,Bronze 2,4.3,20.4,14,2.2,"13,674"
15,Neon,competitive,lotus,Bronze 2,11.8,17.6,5.1,2.1,"9,923"
16,Cypher,competitive,lotus,Bronze 2,19.1,14.5,27.1,2.7,"9,307"
17,Chamber,competitive,lotus,Bronze 2,3.8,8.5,11.8,2.2,"7,884"
18,Harbor,competitive,lotus,Bronze 2,5.2,15.1,14.7,2.6,"4,358"
19,Yoru,competitive,lotus,Bronze 2,12.5,18,11.8,2.8,"8,996"
20,KAY/O,competitive,lotus,Bronze 2,11.7,22.1,6.7,2.2,"11,205"
1,Killjoy,competitive,icebox,Bronze 2,11.9,8.6,20,2.5,"16,997"
2,Reyna,competitive,icebox,Bronze 2,13.8,5.2,13.4,1.7,"34,832"
3,Viper,competitive,icebox,Bronze 2,8.7,17.1,10.4,1.8,"20,140"
4,Jett,competitive,icebox,Bronze 2,12.2,16.2,9.4,2.2,"20,832"
5,Sage,competitive,icebox,Bronze 2,8.9,8.8,9.5,1.6,"39,763"
6,Raze,competitive,icebox,Bronze 2,13.6,14.6,10.5,2.2,"19,641"
7,Sova,competitive,icebox,Bronze 2,9.6,24.4,5.5,1.8,"18,259"
8,Phoenix,competitive,icebox,Bronze 2,10.1,7.2,3.7,3.3,"10,810"
9,Omen,competitive,icebox,Bronze 2,6.3,25.7,10.6,1.8,"18,357"
10,Skye,competitive,icebox,Bronze 2,7.7,17.6,3.7,2.8,"9,400"
11,Fade,competitive,icebox,Bronze 2,4.1,21.1,12.6,2.2,"12,014"
12,Neon,competitive,icebox,Bronze 2,10.1,18,5,2.1,"9,550"
13,Chamber,competitive,icebox,Bronze 2,3.6,10.2,11.5,2.1,"8,349"
14,Brimstone,competitive,icebox,Bronze 2,7.1,31.8,6.4,2.3,"9,834"
15,KAY/O,competitive,icebox,Bronze 2,10.3,22.6,6.9,2.1,"11,331"
16,Astra,competitive,icebox,Bronze 2,3.3,22.2,4.8,2,"1,713"
17,Breach,competitive,icebox,Bronze 2,12.6,15.3,6.3,2,"4,192"
18,Cypher,competitive,icebox,Bronze 2,17.6,14.6,25.7,2.5,"6,537"
19,Harbor,competitive,icebox,Bronze 2,5.6,15.4,13.3,2.6,"2,618"
20,Yoru,competitive,icebox,Bronze 2,10.3,18.9,10.8,2.7,"8,669"
1,Killjoy,competitive,all,Bronze 2,12.5,8.4,21.1,2.6,"127,289"
2,Reyna,competitive,all,Bronze 2,13.7,5.2,15.2,1.7,"244,435"
3,Brimstone,competitive,all,Bronze 2,7.8,33.6,7.1,2.3,"94,088"
4,Raze,competitive,all,Bronze 2,12.1,15.2,11.5,2.3,"141,898"
5,Sage,competitive,all,Bronze 2,9.8,9,10,1.6,"261,297"
6,Phoenix,competitive,all,Bronze 2,12.3,7.8,4.1,3.4,"83,698"
7,Viper,competitive,all,Bronze 2,8.6,16.4,11.2,1.7,"85,204"
8,Jett,competitive,all,Bronze 2,8.4,16.7,11,2.2,"131,839"
9,Astra,competitive,all,Bronze 2,3.6,24.7,5.6,2,"20,586"
10,Sova,competitive,all,Bronze 2,10.3,23.8,5.5,1.9,"94,970"
11,Cypher,competitive,all,Bronze 2,19.9,14.6,26.5,2.6,"64,475"
12,Skye,competitive,all,Bronze 2,8.6,20.7,3.9,2.9,"78,598"
13,Fade,competitive,all,Bronze 2,4.5,21.4,13.9,2.2,"95,334"
14,Omen,competitive,all,Bronze 2,7.5,28.8,7.3,1.9,"137,392"
15,Breach,competitive,all,Bronze 2,14.9,17.3,7.3,2.1,"46,549"
16,Neon,competitive,all,Bronze 2,11.6,17.8,5.6,2.1,"66,038"
17,Chamber,competitive,all,Bronze 2,3.6,8.7,11.8,2.2,"55,159"
18,KAY/O,competitive,all,Bronze 2,11.6,22.3,7.1,2.1,"73,956"
19,Yoru,competitive,all,Bronze 2,12.2,18.8,11.5,2.7,"59,429"
20,Harbor,competitive,all,Bronze 2,5.7,15.3,14.2,2.6,"21,934"
1,Brimstone,competitive,split,Bronze 2,8,34.4,7.1,2.4,"13,502"
2,Raze,competitive,split,Bronze 2,12.6,15.6,12.1,2.4,"23,124"
3,Killjoy,competitive,split,Bronze 2,12.4,8.3,20.9,2.6,"18,112"
4,Sage,competitive,split,Bronze 2,10.7,9.4,11.1,1.7,"39,577"
5,Reyna,competitive,split,Bronze 2,13.7,5.3,15.9,1.7,"35,077"
6,Phoenix,competitive,split,Bronze 2,13.3,7.9,4.4,3.5,"11,782"
7,Skye,competitive,split,Bronze 2,9.4,22,4.1,2.9,"12,031"
8,Breach,competitive,split,Bronze 2,15.3,17.5,7.5,2.1,"6,131"
9,Cypher,competitive,split,Bronze 2,20.9,14.4,25.9,2.7,"11,174"
10,Viper,competitive,split,Bronze 2,9,16.1,11.6,1.7,"10,766"
11,Fade,competitive,split,Bronze 2,4.7,21.7,14.5,2.2,"13,527"
12,Omen,competitive,split,Bronze 2,7.9,30.3,7.5,1.9,"21,424"
13,Sova,competitive,split,Bronze 2,10.5,23.6,5.5,1.9,"11,299"
14,Jett,competitive,split,Bronze 2,6.9,16.9,11.5,2.1,"18,018"
15,Chamber,competitive,split,Bronze 2,3.5,8.1,11.4,2.1,"6,689"
16,Astra,competitive,split,Bronze 2,3.8,25.4,6,2,"3,212"
17,KAY/O,competitive,split,Bronze 2,12.1,22.6,7.3,2.1,"10,432"
18,Neon,competitive,split,Bronze 2,12,17.7,5.7,2,"8,867"
19,Yoru,competitive,split,Bronze 2,12.8,19.1,11.7,2.7,"8,050"
20,Harbor,competitive,split,Bronze 2,5.4,16,14.5,2.6,"2,781"
1,Astra,competitive,ascent,Bronze 2,3.6,25.9,5.8,1.9,"3,096"
2,Killjoy,competitive,ascent,Bronze 2,12.6,8.5,23,2.6,"24,173"
3,Sova,competitive,ascent,Bronze 2,11.6,25.1,6.2,1.9,"16,676"
4,Raze,competitive,ascent,Bronze 2,12.6,16,11.6,2.3,"20,879"
5,Reyna,competitive,ascent,Bronze 2,13.5,5.2,15.8,1.6,"35,137"
6,Brimstone,competitive,ascent,Bronze 2,8.1,34.3,7.1,2.3,"14,381"
7,Phoenix,competitive,ascent,Bronze 2,13.3,8.3,4,3.4,"12,101"
8,Sage,competitive,ascent,Bronze 2,10.1,9.4,9.7,1.7,"35,330"
9,Viper,competitive,ascent,Bronze 2,8.7,15.5,11.7,1.6,"9,233"
10,Chamber,competitive,ascent,Bronze 2,3.6,8.9,11.2,2.1,"7,099"
11,Fade,competitive,ascent,Bronze 2,4.9,22.7,13.6,2.1,"13,288"
12,Jett,competitive,ascent,Bronze 2,9,16.9,11.4,2.2,"19,546"
13,Skye,competitive,ascent,Bronze 2,8.8,21.3,4.2,2.8,"10,399"
14,Omen,competitive,ascent,Bronze 2,7.6,31.2,7,1.9,"20,996"
15,Cypher,competitive,ascent,Bronze 2,20,15,25.4,2.5,"8,660"
16,Neon,competitive,ascent,Bronze 2,11.8,17.9,5.6,2,"8,256"
17,Yoru,competitive,ascent,Bronze 2,12.9,18.8,11.4,2.7,"7,956"
18,Breach,competitive,ascent,Bronze 2,15.2,16.3,7.7,2,"5,101"
19,KAY/O,competitive,ascent,Bronze 2,12.3,22.7,7.5,2,"10,111"
20,Harbor,competitive,ascent,Bronze 2,5.2,14.9,13.8,2.4,"2,415"
1,Killjoy,competitive,fracture,Bronze 3,12.6,8.3,22.2,2.9,"19,891"
2,Reyna,competitive,fracture,Bronze 3,14.2,5.5,15.2,1.8,"39,249"
3,Jett,competitive,fracture,Bronze 3,6.8,18.3,11.6,2.4,"20,447"
4,Brimstone,competitive,fracture,Bronze 3,7.9,35.1,7.7,2.5,"20,299"
5,Viper,competitive,fracture,Bronze 3,9.4,16.3,11.4,1.8,"13,369"
6,Sage,competitive,fracture,Bronze 3,10.3,9.2,10.4,1.7,"36,556"
